Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,lap customer id,lap customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Laptop,Asus,23D91360,12370,07-08-2024,30-06-2023,5,61850,6333,Dr. Grant Lee MD,Port Karenland,East,i5,4,256,2028,4,High ssd lap
Laptop,Dell,6BCB3BF3,105656,30-01-2024,02-02-2024,9,950904,6334,Dr. Gregory Carter,Manuelstad,East,Ryzen 7,32,1028,2028,11,Best selling lap
Laptop,Xiaomi,9E8321AC,183152,12-09-2023,13-03-2024,5,915760,6335,Dr. Gregory Sanchez,Hallborough,South,i3,12,256,512,31,Low demand lap
Laptop,Asus,16756954,98255,18-02-2025,21-04-2024,10,982550,6336,Dr. Heather Gates,West Maryburgh,North,i7,4,64,2028,50,High ssd lap
Laptop,Xiaomi,F783AD53,13696,31-10-2024,27-01-2024,4,54784,6337,Dr. Heidi Mercer,South Craigborough,South,Ryzen 7,12,1028,256,43,High storage lap
Laptop,Asus,7A0AB425,89937,28-12-2023,10-02-2025,2,179874,6338,Dr. Holly Watson,Lake Michaelborough,West,i7,4,64,256,53,Low demand lap
Laptop,Acer,06749B03,193162,06-09-2023,21-06-2023,8,1545296,6339,Dr. James Blair,Gonzalezport,West,Ryzen 9,12,1028,512,40,Best selling lap
Laptop,Acer,50C68706,166171,11-12-2024,03-04-2024,1,166171,6340,Dr. James Butler II,South Vincentshire,West,Ryzen 7,8,128,512,20,Low demand lap
Laptop,Lenovo,A8C88CD6,183117,15-03-2024,09-11-2024,9,1648053,6341,Dr. James Jones,New Carolyn,Central,i7,12,128,2028,33,Best selling lap
Laptop,Dell,FE07652F,81341,31-05-2023,18-01-2024,7,569387,6342,Dr. James Valencia MD,Crystalland,West,Ryzen 3,8,1028,2028,52,High storage lap
Laptop,Asus,3B66E1EB,69414,25-11-2023,15-05-2023,2,138828,6343,Dr. Jamie Davis DVM,Lake Benjaminmouth,West,Ryzen 9,4,64,2028,50,High ssd lap
Laptop,Acer,F6BAF3BF,191448,31-01-2025,03-03-2024,4,765792,6344,Dr. Jason Allen Jr.,West Eric,South,Ryzen 5,16,64,1028,2,Low demand lap
Laptop,Samsung,B1B7A1AB,29063,01-07-2023,17-05-2023,4,116252,6345,Dr. Jason Cooper,East Charles,Central,i5,16,256,2028,27,High ssd lap
Laptop,Asus,B3C76537,92839,05-11-2023,26-11-2023,1,92839,6346,Dr. Jason Norris PhD,Justinstad,West,i5,8,256,1028,39,Low demand lap
Laptop,Google,7A191CDC,26880,07-12-2024,07-01-2025,5,134400,6347,Dr. Jennifer Gross,South Stacymouth,West,i9,16,1028,2028,31,High storage lap
Laptop,Samsung,2638B101,32223,02-11-2024,20-06-2024,4,128892,6348,Dr. Jennifer Williams MD,South Deanna,East,i7,4,64,512,20,Low demand lap
Laptop,Asus,6B095050,128288,14-07-2024,21-10-2024,4,513152,6349,Dr. Jennifer Young,Port Brandonside,North,Ryzen 9,16,128,2028,36,High ssd lap
Laptop,Asus,0FBF68B6,187418,16-10-2023,06-09-2024,4,749672,6350,Dr. Jesse Spencer MD,Jessicafort,Central,Ryzen 9,12,1028,2028,12,High storage lap
Laptop,Asus,6881EF52,173678,27-02-2025,03-11-2023,7,1215746,6351,Dr. Jessica Ramos,West Rodneytown,South,Ryzen 5,12,512,512,43,Best selling lap
Laptop,Macbook,8462D94F,13292,07-03-2025,12-12-2024,2,26584,6352,Dr. John Cole,Wheelerbury,North,Ryzen 5,8,64,512,7,Low demand lap
Laptop,Xiaomi,28AE6ECC,33996,31-05-2023,08-07-2024,5,169980,6353,Dr. John Johnson,Cruzshire,South,Ryzen 5,16,512,1028,28,Low demand lap
Laptop,Dell,5F3C91D7,170341,28-08-2024,03-06-2023,9,1533069,6354,Dr. John Phillips,Port Steven,Central,i7,6,128,2028,43,Best selling lap
Laptop,HP,21CD28E9,152525,24-09-2024,13-07-2023,3,457575,6355,Dr. John Pineda II,Ronaldhaven,West,i7,32,256,1028,28,Low demand lap
Laptop,Dell,FC257FE0,144030,05-11-2023,09-10-2024,10,1440300,6356,Dr. John Thomas DDS,Justinview,West,i7,16,256,256,58,Best selling lap
Laptop,Dell,0A414498,36727,22-01-2025,07-02-2025,3,110181,6357,Dr. Johnny Hernandez,West Brandonchester,East,Ryzen 9,4,1028,1028,30,High storage lap
Laptop,Macbook,E6EA8F4F,138463,14-11-2023,13-07-2024,2,276926,6358,Dr. Joseph Silva,Kevinmouth,South,i3,8,1028,512,41,High storage lap
Laptop,Dell,1A5A05B4,193336,13-03-2024,09-09-2023,1,193336,6359,Dr. Joseph Yates MD,New Brian,East,i5,32,1028,1028,13,High storage lap
Laptop,Xiaomi,F22F6015,51264,12-09-2023,22-08-2024,8,410112,6360,Dr. Joshua Evans,Hallberg,Central,i5,16,512,2028,32,High ssd lap
Laptop,Macbook,2B4A9785,46159,29-05-2024,21-05-2023,7,323113,6361,Dr. Joshua Norman,North Jimmyfort,South,Ryzen 5,12,1028,512,20,High storage lap
Laptop,Google,978353AE,38670,30-11-2023,16-12-2023,6,232020,6362,Dr. Julia Garrett,Lake Cynthiaville,North,Ryzen 7,32,128,512,1,Low demand lap
Laptop,Xiaomi,5B3D41ED,114201,25-12-2024,07-03-2025,3,342603,6363,Dr. Julian Atkins MD,Thomasbury,Central,Ryzen 5,6,256,256,33,Low demand lap
Laptop,Dell,2A65E2EA,129177,30-12-2023,17-12-2024,4,516708,6364,Dr. Julie Rivera DDS,Lake Nicolechester,Central,Ryzen 5,16,64,256,33,Low demand lap
Laptop,Lenovo,598F5377,149879,26-08-2023,09-11-2024,8,1199032,6365,Dr. Julie Rose,Francishaven,Central,Ryzen 5,8,512,1028,57,Best selling lap
Laptop,Acer,DE8A019D,37299,15-12-2024,15-06-2024,1,37299,6366,Dr. Katelyn Lawrence,Stephanieville,West,Ryzen 5,4,1028,1028,14,High storage lap
Laptop,Macbook,D6CEF1C4,6149,26-07-2024,14-03-2025,6,36894,6367,Dr. Kathleen Garcia,Port Erichaven,South,i5,16,512,256,35,Low demand lap
Laptop,Macbook,1FD250A3,33290,30-04-2023,08-06-2024,5,166450,6368,Dr. Katie Osborne DDS,Brownbury,East,i7,16,64,256,25,Low demand lap
Laptop,Samsung,12E35893,159535,29-10-2024,14-12-2023,7,1116745,6369,Dr. Kelly Smith DDS,South Christinaland,Central,Ryzen 7,8,512,1028,51,Best selling lap
Laptop,HP,DB991F36,159686,09-07-2023,15-03-2024,1,159686,6370,Dr. Kenneth Mcdowell,East Edward,East,i5,12,256,256,8,Low demand lap
Laptop,Acer,15BC4505,14998,16-05-2024,21-03-2025,6,89988,6371,Dr. Kerry Brown,North Christopherton,East,Ryzen 3,6,64,2028,1,High ssd lap
Laptop,Google,ED3D23B4,189106,13-10-2024,23-05-2024,3,567318,6372,Dr. Kimberly Mclaughlin,Silvaview,North,Ryzen 9,16,256,1028,4,Low demand lap
Laptop,Xiaomi,161C1236,109629,28-02-2025,28-06-2023,4,438516,6373,Dr. Kyle Davis,West Sarahstad,North,Ryzen 9,4,1028,1028,59,High storage lap
Laptop,Acer,D940FD4C,100622,07-08-2024,03-12-2024,5,503110,6374,Dr. Linda Keller,Port Karenborough,South,Ryzen 5,16,1028,1028,41,High storage lap
Laptop,Acer,5E3D1694,122812,08-06-2023,08-04-2024,4,491248,6375,Dr. Lindsey Wong,Davidchester,North,Ryzen 3,8,256,2028,1,High ssd lap
Laptop,Google,52D32D6E,31139,11-04-2024,25-01-2025,9,280251,6376,Dr. Lindsey Woods,New Marthaview,South,Ryzen 3,16,256,512,19,Low demand lap
Laptop,Dell,CD742739,10674,31-12-2024,26-09-2024,2,21348,6377,Dr. Lisa Mitchell,Townsendside,East,Ryzen 9,16,1028,512,5,High storage lap
Laptop,Acer,C17DA35C,45303,15-05-2024,08-07-2024,8,362424,6378,Dr. Manuel Garrett,North Cherylland,Central,Ryzen 9,12,512,2028,44,High ssd lap
Laptop,Xiaomi,26C72EC0,139469,08-08-2023,18-01-2024,6,836814,6379,Dr. Marcus Pace,East Stacey,North,Ryzen 7,12,128,1028,4,Best selling lap
Laptop,Macbook,64A8EE0F,44207,27-08-2024,29-11-2024,9,397863,6380,Dr. Maria Wilcox,Port Sherylberg,North,i5,12,256,2028,18,High ssd lap
Laptop,Macbook,CEAFF012,179404,18-03-2025,03-03-2025,9,1614636,6381,Dr. Mary Hanson,Wufort,South,Ryzen 5,32,1028,1028,32,Best selling lap
Laptop,Lenovo,76185F94,181055,08-08-2024,18-06-2023,2,362110,6382,Dr. Matthew Meadows,Port Kelly,East,i3,16,256,1028,41,Low demand lap
Laptop,Xiaomi,79976CB1,107322,29-12-2023,07-04-2023,5,536610,6383,Dr. Matthew Prince DDS,Lake Michelleport,West,Ryzen 7,8,64,256,13,Low demand lap
Laptop,Asus,46E356F8,117915,18-06-2023,19-10-2023,8,943320,6384,Dr. Matthew Williams,Dianaport,East,i9,6,128,2028,45,Best selling lap
Laptop,Macbook,4727E0DE,96412,18-01-2025,11-01-2025,10,964120,6385,Dr. Melissa Lin,West Amberville,East,Ryzen 7,16,64,2028,10,High ssd lap
Laptop,Dell,8C030F4E,47252,22-01-2025,03-09-2024,2,94504,6386,Dr. Michael Keller,West Brendamouth,East,i3,4,1028,1028,29,High storage lap
Laptop,Macbook,D342C18E,165578,17-11-2024,16-08-2023,7,1159046,6387,Dr. Michael King Jr.,South Julia,North,Ryzen 5,16,128,512,9,Best selling lap
Laptop,Asus,9BF00901,26609,01-04-2024,25-10-2024,7,186263,6388,Dr. Michael Morales,New Jennifertown,North,i9,8,256,1028,43,Low demand lap
Laptop,Acer,4BCA4511,98889,01-12-2023,15-10-2024,8,791112,6389,Dr. Michael Wright II,Lake Danielle,East,i5,32,512,1028,33,Low demand lap
Laptop,Macbook,04F0CB6E,182001,21-02-2025,29-01-2024,7,1274007,6390,Dr. Michele Smith,West Michael,West,i3,8,512,256,7,Best selling lap
Laptop,Dell,4AAFE732,14543,05-03-2024,25-04-2025,3,43629,6391,Dr. Michelle Garcia DVM,Natashachester,North,Ryzen 7,32,64,1028,60,Low demand lap
Laptop,Samsung,C105D24E,115731,12-12-2024,22-02-2025,10,1157310,6392,Dr. Mike Duncan,South William,South,Ryzen 3,12,128,256,39,Best selling lap
Laptop,Asus,B51A8CA5,21142,30-12-2023,29-05-2024,3,63426,6393,Dr. Miranda King MD,Lake Nancytown,West,Ryzen 9,8,64,256,24,Low demand lap
Laptop,Xiaomi,BCC65B80,169993,05-12-2024,09-05-2023,9,1529937,6394,Dr. Misty Lopez,South Scott,Central,i7,32,1028,512,17,Best selling lap
Laptop,Dell,2C067380,143881,05-07-2024,28-05-2024,8,1151048,6395,Dr. Morgan Nguyen,Perezmouth,North,i9,12,512,256,26,Best selling lap
Laptop,Xiaomi,AE618F31,136291,03-05-2023,13-12-2023,7,954037,6396,Dr. Nancy Richards,Bryanport,North,i9,6,1028,256,23,High storage lap
Laptop,Xiaomi,5D6E59CE,177023,28-09-2024,17-01-2024,2,354046,6397,Dr. Nathan Thomas MD,Sabrinaberg,South,i5,32,1028,1028,3,High storage lap
Laptop,Macbook,1AF73EDD,177052,24-03-2024,24-08-2023,10,1770520,6398,Dr. Nathaniel Valenzuela,New Emilyburgh,West,Ryzen 9,8,256,512,47,Best selling lap
Laptop,Dell,F53D16B5,157329,22-08-2024,08-07-2023,4,629316,6399,Dr. Nicholas Martinez,Port Raymond,West,i7,12,256,1028,38,Low demand lap
Laptop,Dell,C7BC9BEA,138853,07-06-2023,29-11-2024,2,277706,6400,Dr. Nicholas Reed MD,Darrylburgh,North,Ryzen 5,32,1028,2028,24,High storage lap
Laptop,Dell,35F9B19E,198566,29-12-2023,01-07-2023,7,1389962,6401,Dr. Pamela Holden,Lake Michelle,West,Ryzen 3,8,64,256,28,Best selling lap
Laptop,HP,2C49BE0D,86872,03-02-2024,12-08-2023,4,347488,6402,Dr. Patrick Jackson MD,Martinezmouth,South,Ryzen 7,4,128,1028,49,Low demand lap
Laptop,HP,A2E5BCA3,119674,11-01-2025,08-07-2023,9,1077066,6403,Dr. Paul Merritt,Waltersmouth,Central,i3,12,512,512,29,Best selling lap
Laptop,Asus,E473B5AE,101789,09-08-2023,28-03-2025,9,916101,6404,Dr. Rachel Liu,East Suzanneport,South,Ryzen 7,16,128,256,28,Best selling lap
Laptop,Dell,FD141A9F,169582,19-06-2023,30-05-2023,3,508746,6405,Dr. Raymond Rodriguez DVM,Dickersonbury,South,Ryzen 7,12,128,512,47,Low demand lap
Laptop,Asus,5805476,54790,31-12-2024,05-02-2024,4,219160,6406,Dr. Richard Cook,Townsendstad,Central,Ryzen 3,16,1028,1028,20,High storage lap
Laptop,Google,7D4C0461,152097,20-09-2024,01-07-2024,3,456291,6407,Dr. Richard Davis,Roberttown,South,Ryzen 3,8,256,512,52,Low demand lap
Laptop,Xiaomi,E228094A,150364,25-10-2024,03-01-2024,7,1052548,6408,Dr. Ricky Adams MD,South Benjamin,South,Ryzen 7,32,128,2028,24,High ssd lap
Laptop,Asus,B37345E8,142971,10-06-2023,03-11-2024,2,285942,6409,Dr. Robert Conrad,Davidville,Central,Ryzen 3,32,128,256,33,Low demand lap
Laptop,Xiaomi,9A9338EC,134717,13-11-2023,08-02-2025,10,1347170,6410,Dr. Robert Davis,Kerrburgh,Central,i9,12,512,512,23,Best selling lap
Laptop,Macbook,46EB72B3,42336,13-08-2023,17-05-2023,8,338688,6411,Dr. Robert Nicholson Jr.,Edwardshire,South,i5,6,64,256,1,Low demand lap
Laptop,HP,63332D1D,42854,21-07-2023,26-10-2023,9,385686,6412,Dr. Robert Payne MD,East Kimberg,South,i3,4,1028,2028,33,High storage lap
Laptop,Xiaomi,762E4D44,85178,02-04-2024,03-02-2024,1,85178,6413,Dr. Robert Rodriguez DDS,New John,North,i7,12,1028,1028,26,High storage lap
Laptop,Google,78980D42,42577,27-05-2024,28-06-2023,5,212885,6414,Dr. Robert Swanson,North Jeffreyfort,West,Ryzen 9,32,1028,512,55,High storage lap
Laptop,HP,68375007,93125,16-05-2024,03-10-2024,6,558750,6415,Dr. Rodney Harding,North Christineborough,Central,i3,8,128,1028,32,Low demand lap
Laptop,Acer,B5F3213C,119167,03-08-2023,27-02-2024,8,953336,6416,Dr. Ronald George,East Roberta,Central,i9,16,64,512,35,Best selling lap
Laptop,HP,CE098F88,58593,29-02-2024,12-09-2023,7,410151,6417,Dr. Samuel Hutchinson,Mooreton,South,i5,4,512,512,22,Low demand lap
Laptop,Acer,DA548FA7,194268,27-02-2025,21-04-2025,6,1165608,6418,Dr. Samuel Wall,West Samuelview,South,i7,16,1028,1028,57,High storage lap
Laptop,Acer,FB6E23D8,156592,30-06-2023,22-11-2023,4,626368,6419,Dr. Sara Santos DDS,East Candicechester,North,Ryzen 9,32,256,2028,14,High ssd lap
Laptop,Xiaomi,883CD579,139122,23-02-2024,12-06-2024,2,278244,6420,Dr. Scott Brown,Mikestad,North,i7,32,512,1028,43,Low demand lap
Laptop,Samsung,66760A58,48530,10-03-2025,13-09-2024,7,339710,6421,Dr. Scott Hart,Williambury,East,Ryzen 7,4,1028,2028,22,High storage lap
Laptop,Asus,A6F98C4E,161536,28-08-2024,30-12-2023,7,1130752,6422,Dr. Scott Hodges,Port Stephen,West,i5,4,256,2028,17,Best selling lap
Laptop,Lenovo,CE641172,104435,06-11-2023,17-02-2025,4,417740,6423,Dr. Shane Rodriguez,Karenstad,Central,Ryzen 7,8,128,256,14,Low demand lap
Laptop,Lenovo,AE720DA7,141810,02-03-2024,10-01-2025,2,283620,6424,Dr. Shannon Santiago,Morrisfort,East,Ryzen 9,32,64,2028,31,High ssd lap
Laptop,Asus,D70B89AB,112299,02-01-2025,23-03-2025,4,449196,6425,Dr. Shelby Wilson MD,Troytown,North,i9,32,256,1028,21,Low demand lap
Laptop,Google,F4A39C0E,182469,16-07-2023,07-11-2023,8,1459752,6426,Dr. Stephanie Thomas DDS,East Jerry,Central,i7,12,64,1028,17,Best selling lap
Laptop,Macbook,36D175F7,138371,05-09-2023,18-03-2024,2,276742,6427,Dr. Stephanie Vargas,Gonzalesborough,Central,i5,12,128,2028,54,High ssd lap
Laptop,HP,7B24F42E,108429,20-07-2023,28-05-2024,9,975861,6428,Dr. Tanya Smith DVM,East Katherine,West,i9,32,1028,1028,44,Best selling lap
Laptop,Dell,A0989DB9,136267,31-10-2023,23-12-2023,4,545068,6429,Dr. Teresa Fletcher PhD,Josephville,East,i9,16,1028,1028,36,High storage lap
Laptop,Macbook,E5A79003,45217,29-05-2024,27-08-2023,8,361736,6430,Dr. Theresa Allen,North Jessicaville,West,Ryzen 3,32,256,512,15,Low demand lap
Laptop,Xiaomi,8D5689AF,175109,06-05-2024,20-06-2023,5,875545,6431,Dr. Tina Brandt,North Alanstad,North,Ryzen 9,12,128,512,13,Low demand lap
Laptop,Acer,EB7862AC,10415,26-12-2024,09-07-2023,5,52075,6432,Dr. Tom Robertson III,Thomasmouth,East,Ryzen 5,32,256,1028,16,Low demand lap
Laptop,Acer,9699C363,106254,17-10-2023,12-12-2024,9,956286,6433,Dr. Tonya Caldwell,Jillianfort,North,i5,16,64,1028,20,Best selling lap
Laptop,Samsung,412C782F,114856,09-09-2024,31-05-2023,2,229712,6434,Dr. Tracy Cox DDS,Reedmouth,Central,i7,8,512,2028,20,High ssd lap
Laptop,Macbook,1019F65C,90774,25-01-2024,07-10-2024,10,907740,6435,Dr. Vicki White,Lopezville,East,i5,8,128,1028,51,Best selling lap
Laptop,Xiaomi,C2572D31,139809,17-02-2025,22-06-2023,8,1118472,6436,Dr. Victor Nelson,West Lisaport,East,Ryzen 5,6,128,512,26,Best selling lap
Laptop,Acer,3BCF046E,58232,20-02-2025,21-05-2024,7,407624,6437,Dr. Wayne Salazar,West Miaville,East,Ryzen 5,4,1028,256,37,High storage lap
Laptop,Macbook,A502D8C9,56196,07-05-2024,04-12-2023,2,112392,6438,Dr. William Carter,North Amberbury,Central,i3,12,64,256,24,Low demand lap
Laptop,Acer,17C080B0,196510,08-05-2024,26-05-2023,4,786040,6439,Dr. William Delacruz,North Andrewside,South,Ryzen 3,32,64,512,44,Low demand lap
Laptop,Macbook,ABAA0CD8,146247,30-08-2024,29-04-2024,7,1023729,6440,Dr. William Stephens Jr.,Port Timothy,Central,i5,6,1028,256,18,High storage lap
Laptop,Dell,1131E01C,17798,19-10-2024,30-03-2024,8,142384,6441,Drew Atkinson,Sonyahaven,South,Ryzen 7,6,1028,2028,12,High storage lap
Laptop,Asus,C30A4F1B,172450,24-09-2024,25-05-2024,9,1552050,6442,Drew Garcia,Romeroburgh,Central,i5,16,1028,512,45,Best selling lap
Laptop,Acer,96B51073,161610,11-04-2024,19-09-2023,6,969660,6443,Drew Gray,New Maryland,Central,Ryzen 9,8,1028,512,46,High storage lap
Laptop,Acer,EEEA8B65,172804,24-03-2024,24-02-2024,1,172804,6444,Drew Green,New Elizabeth,West,Ryzen 7,32,64,2028,28,High ssd lap
Laptop,Acer,E92E34AC,148118,24-06-2024,30-08-2023,7,1036826,6445,Drew Martin,North Williamfurt,North,i9,8,1028,512,55,High storage lap
Laptop,HP,4319E9B7,70138,15-05-2023,08-09-2024,5,350690,6446,Drew Moore,Charlestown,South,i3,16,64,1028,8,Low demand lap
Laptop,HP,E5D2B720,55656,24-02-2025,28-11-2024,8,445248,6447,Drew Morgan,West Patrickland,South,i5,8,128,1028,48,Low demand lap
Laptop,Xiaomi,5120A443,93355,11-01-2024,12-08-2024,1,93355,6448,Duane Bell,Lake Todd,Central,i9,32,512,2028,7,High ssd lap
Laptop,Acer,14C5FC60,164481,27-10-2024,04-11-2023,1,164481,6449,Duane Greene,South Brookefort,West,Ryzen 5,16,512,256,17,Low demand lap
Laptop,Samsung,0C0AE10B,198823,08-02-2025,15-03-2024,6,1192938,6450,Duane Holland,West Jillianfurt,South,Ryzen 3,6,64,512,34,Best selling lap
Laptop,Samsung,30B8AE6A,39898,25-07-2024,12-11-2023,8,319184,6451,Duane Rollins,Port Elizabeth,East,Ryzen 3,4,512,256,3,Low demand lap
Laptop,Asus,03C1B844,94251,01-06-2024,28-06-2023,6,565506,6452,Duane Sanders,North Julietown,Central,i5,8,512,512,41,Low demand lap
Laptop,HP,73F3B13B,134863,18-08-2024,21-11-2023,8,1078904,6452,Duane Sanders,Port Nathaniel,South,i7,8,512,2028,24,Best selling lap
Laptop,Google,9AA8B73F,9194,29-01-2024,04-06-2023,5,45970,6453,Duane Thomas,Madisonborough,South,i9,12,128,1028,40,Low demand lap
Laptop,Dell,86024B0F,186206,15-04-2024,04-09-2024,5,931030,6453,Duane Thomas,New Michellebury,East,Ryzen 3,32,1028,2028,46,High storage lap
Laptop,Lenovo,7B7E3860,116014,05-10-2024,26-01-2024,10,1160140,6454,Dustin Anderson,Saraland,East,i9,12,512,2028,40,Best selling lap
Laptop,HP,46316FE9,177211,01-09-2024,12-07-2024,8,1417688,6455,Dustin Bryant,Port William,East,Ryzen 9,6,512,2028,21,Best selling lap
Laptop,Asus,972A5D13,64584,01-06-2023,30-04-2024,10,645840,6456,Dustin Charles,Cummingston,North,i5,16,1028,256,60,High storage lap
Laptop,Xiaomi,CCDD551D,8347,20-11-2023,04-07-2024,8,66776,6457,Dustin Clark,Kristineton,South,Ryzen 3,6,1028,1028,55,High storage lap
Laptop,Acer,1BBE64B6,82248,24-05-2024,12-02-2025,4,328992,6458,Dustin Diaz,North Howard,Central,Ryzen 5,12,128,2028,22,High ssd lap
Laptop,Macbook,F1FFA9EC,134518,16-11-2023,31-01-2024,10,1345180,6459,Dustin Gibbs,Kimberlyshire,South,Ryzen 3,8,512,512,15,Best selling lap
Laptop,Asus,D3954479,58362,13-12-2023,02-09-2023,8,466896,6459,Dustin Gibbs,Lake Jenniferfort,West,i5,16,64,1028,22,Low demand lap
Laptop,Acer,AE2D9CA4,150868,07-07-2024,06-03-2024,3,452604,6460,Dustin Hayden,Phamville,Central,Ryzen 5,4,128,1028,33,Low demand lap
Laptop,HP,B95FDEBD,23892,14-04-2023,30-07-2023,9,215028,6461,Dustin Hendricks,Barkerside,Central,Ryzen 3,12,512,256,49,Low demand lap
Laptop,Asus,4CDC8AF2,191248,07-12-2024,14-12-2023,7,1338736,6462,Dustin Herrera,South Stacey,South,i9,8,128,1028,55,Best selling lap
Laptop,Xiaomi,B0ACACA0,142754,09-05-2024,12-04-2025,4,571016,6463,Dustin Howard,North Anthony,South,Ryzen 3,12,128,256,36,Low demand lap
Laptop,Xiaomi,2FFF9A82,175227,17-10-2024,05-02-2024,3,525681,6464,Dustin Huynh,Smithshire,South,i7,6,1028,512,14,High storage lap
Laptop,Macbook,652823B7,137442,10-12-2023,28-04-2024,8,1099536,6465,Dustin Johnson,Lake Jacobburgh,West,i5,16,256,256,16,Best selling lap
Laptop,HP,C1DF35B1,51518,13-11-2024,27-03-2024,2,103036,6466,Dustin Lee,South Jennifertown,Central,i3,16,64,256,27,Low demand lap
Laptop,HP,27BF1DF4,142814,28-09-2023,20-06-2023,3,428442,6467,Dustin Massey,Huntermouth,Central,Ryzen 9,4,256,1028,59,Low demand lap
Laptop,Lenovo,3BC0BCD8,47648,31-07-2023,26-01-2024,4,190592,6468,Dustin Moore,East Nicolestad,East,Ryzen 3,6,512,512,59,Low demand lap
Laptop,Asus,96A19D89,165165,19-11-2024,26-02-2024,2,330330,6469,Dustin Myers,South Kevinmouth,South,Ryzen 3,8,256,2028,23,High ssd lap
Laptop,Macbook,FB5163B9,153842,24-09-2023,31-12-2024,6,923052,6470,Dustin Pennington,Hoffmanside,East,i5,32,256,256,4,Best selling lap
Laptop,Samsung,6C70B6F7,152250,17-01-2025,13-11-2024,5,761250,6471,Dustin Richardson,West Alyssa,North,Ryzen 3,32,128,1028,52,Low demand lap
Laptop,Acer,9BE6A658,165231,20-08-2024,30-07-2024,3,495693,6472,Dustin Sanders,Port Olivia,Central,i5,4,64,2028,26,High ssd lap
Laptop,Google,7819E6E6,50758,11-04-2024,14-03-2024,1,50758,6473,Dustin Thornton,New Mary,North,i3,4,128,1028,30,Low demand lap
Laptop,Asus,31BFE212,196483,24-07-2024,21-04-2025,7,1375381,6474,Dustin Watts,Port Dianachester,North,Ryzen 3,12,512,512,35,Best selling lap
Laptop,Dell,228161D7,105151,22-03-2023,01-07-2023,9,946359,6475,Dustin Whitehead,Adammouth,East,i5,6,512,2028,16,Best selling lap
Laptop,Google,6192B159,45936,30-10-2023,11-08-2023,9,413424,6476,Dustin Wilkins,Josephhaven,North,i9,12,256,2028,37,High ssd lap
Laptop,Dell,D632D7F7,159107,20-08-2023,15-08-2023,5,795535,6477,Dustin Williams,Ernestfort,South,Ryzen 9,16,256,256,44,Low demand lap
Laptop,Macbook,C6BC49F9,191405,25-11-2023,01-06-2023,6,1148430,6478,Dustin Willis,Lake Bradleystad,Central,Ryzen 3,8,128,256,53,Best selling lap
Laptop,Acer,DCC06C0C,168872,06-10-2024,17-07-2023,8,1350976,6479,Dustin Wu,Sawyermouth,Central,i7,12,1028,512,31,Best selling lap
Laptop,Dell,E49E3D94,104088,05-11-2023,23-05-2023,3,312264,6480,Dustin Young,Justinville,West,i5,4,1028,512,5,High storage lap
Laptop,Dell,555D03C6,129521,04-03-2024,19-12-2023,3,388563,6481,Dwayne Bowen Jr.,Nancyberg,West,i9,6,256,1028,23,Low demand lap
Laptop,Macbook,783E33E5,160229,05-04-2023,24-09-2023,5,801145,6482,Dwayne Brown,Angelaview,East,i5,8,256,512,6,Low demand lap
Laptop,Google,40184B4F,166153,15-01-2025,11-11-2023,9,1495377,6483,Dwayne Edwards,Wendyburgh,North,Ryzen 3,8,128,1028,26,Best selling lap
Laptop,Xiaomi,EE95F0DD,53949,01-11-2023,18-10-2024,8,431592,6484,Dwayne Huerta,Joshuafurt,West,i3,8,64,2028,55,High ssd lap
Laptop,Asus,CDE2B736,73667,05-09-2024,24-12-2024,4,294668,6485,Dwayne Lara,Rachelland,South,i5,12,256,512,5,Low demand lap
Laptop,Lenovo,EB34A368,98958,23-04-2023,04-03-2025,9,890622,6486,Dwayne Lopez,Brandiside,East,i9,12,512,256,58,Low demand lap
Laptop,Xiaomi,F2A3451C,163824,31-12-2024,31-12-2023,7,1146768,6487,Dwayne Meyer,Traceyburgh,South,Ryzen 5,32,512,1028,59,Best selling lap
Laptop,Acer,A61C5265,44900,23-02-2025,26-03-2024,9,404100,6488,Dwayne Nguyen,West Nicholashaven,East,i5,6,256,1028,7,Low demand lap
Laptop,Xiaomi,3F91D544,149153,02-09-2023,10-03-2024,7,1044071,6489,Dwayne Taylor,Georgeburgh,Central,Ryzen 7,4,64,2028,15,High ssd lap
Laptop,Asus,C68086DA,25367,23-12-2023,21-03-2025,1,25367,6490,Dwayne Walker,Lake Lacey,South,i5,6,64,2028,40,High ssd lap
Laptop,Dell,EACE7429,51670,25-11-2024,17-02-2025,10,516700,6491,Dwayne Williamson,South Matthew,East,Ryzen 7,32,128,2028,23,High ssd lap
Laptop,Acer,3DF9A7BC,192952,01-04-2024,09-04-2024,4,771808,6492,Dwayne Wilson,New Jessica,West,Ryzen 9,16,1028,2028,7,High storage lap
Laptop,Asus,07FBACF3,133338,17-09-2023,12-02-2025,3,400014,6493,Dylan Alvarez,Harveymouth,Central,i7,16,1028,512,54,High storage lap
Laptop,HP,77B9FA34,51917,08-06-2023,12-07-2024,3,155751,6494,Dylan Bennett,Davidland,East,i7,4,64,256,5,Low demand lap
Laptop,Macbook,9FDEE571,51756,02-11-2023,20-06-2023,7,362292,6495,Dylan Brown,Joville,East,Ryzen 7,6,1028,1028,1,High storage lap
