Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,Mobile customer id,Customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Mobile Phone,Apple,5BE4BAAF,20297,06-04-2023,17-05-2023,4,81188,8658,Jason Murillo,Evansfurt,North,Apple A-Series,4,512,N/A,41,Mid range phone
Mobile Phone,Realme,19716976,197001,06-04-2023,20-05-2023,6,1182006,20995,Tricia Hayes,Lake Christopher,West,Snapdragon 8 Gen,32,512,N/A,44,Gaming phone
Mobile Phone,Oppo,80BD4A9C,120984,06-04-2023,16-05-2023,4,483936,8960,Jennifer Baker,Lake Lori,North,Snapdragon 7s,4,128,N/A,40,Mid range phone
Mobile Phone,Redmi,5DFD7821,7349,06-04-2023,17-05-2023,6,44094,19806,Susan Ramirez,Lindsayfort,North,MediaTek Dimensity,32,1028,N/A,41,Gaming phone
Mobile Phone,Apple,F4403F9E,69165,06-04-2023,19-05-2023,4,276660,5259,David Ibarra,New Aaronside,Central,Samsung Exynos,6,1028,N/A,43,High stroage phone
Mobile Phone,Oppo,92987312,194450,06-04-2023,12-05-2023,9,1750050,16942,Randy Lucero,New Jonathanborough,Central,Snapdragon 8 Gen,32,512,N/A,36,Preimum phone
Mobile Phone,Apple,A85FE14E,134193,06-04-2023,30-04-2023,3,402579,14694,Melody Gonzalez,New Samuel,West,Samsung Exynos,12,512,N/A,24,Mid range phone
Mobile Phone,Nokia,12E9EBE1,173379,06-04-2023,25-05-2023,4,693516,7672,Heather Graham,Nicholasbury,North,MediaTek Dimensity,12,256,N/A,49,Preimum phone
Mobile Phone,Nokia,E3096541,177941,06-04-2023,14-04-2023,2,355882,9772,Joe Sanchez,North Tonihaven,Central,Apple A-Series,4,512,N/A,8,Mid range phone
Mobile Phone,OnePlus,CF09A100,159158,06-04-2023,27-04-2023,7,1114106,1595,Anthony Reyes,North Wendy,West,Apple A-Series,16,512,N/A,21,Preimum phone
Mobile Phone,Sony,C47FD84B,189011,06-04-2023,28-05-2023,3,567033,2560,Brenda Weaver,Phillipsbury,South,Snapdragon 8 Gen,12,1028,N/A,52,High stroage phone
Mobile Phone,Sony,79FF573C,193178,06-04-2023,18-04-2023,3,579534,21012,Troy Johnson,Port Matthew,East,Snapdragon 7 Gen,16,1028,N/A,12,High stroage phone
Mobile Phone,Huawei,C0962D23,133953,06-04-2023,20-05-2023,10,1339530,17433,Ricky Bryan,Port Melissaport,North,Samsung Exynos,8,64,N/A,44,Preimum phone
Mobile Phone,Realme,1532374,71349,06-04-2023,16-05-2023,7,499443,9169,Jennifer Schneider,Raymondstad,South,Samsung Exynos,32,256,N/A,40,Gaming phone
Mobile Phone,Huawei,3ED98604,180559,06-04-2023,11-05-2023,3,541677,1343,Angela Smith,South Charlesstad,Central,MediaTek Dimensity,32,256,N/A,35,Gaming phone
Mobile Phone,Nokia,FF1C3761,86365,06-04-2023,19-04-2023,10,863650,9024,Jennifer Freeman,South Heatherfurt,South,Snapdragon 8 Gen,4,512,N/A,13,Preimum phone
Mobile Phone,iQOO,2A408689,13566,06-04-2023,15-04-2023,9,122094,4211,Christopher Williams,South Nicholasside,Central,MediaTek Dimensity,16,256,N/A,9,Mid range phone
Mobile Phone,Nokia,03CE3A80,143140,06-04-2023,18-04-2023,9,1288260,10188,Jonathan Meyer,Walkerstad,South,Snapdragon 7s,32,64,N/A,12,Preimum phone
Mobile Phone,Nokia,2AAB12B3,96118,06-04-2023,29-05-2023,2,192236,21460,Wesley Brown,West Abigail,South,Samsung Exynos,8,128,N/A,53,Mid range phone
Mobile Phone,Realme,F906366E,158025,06-04-2023,24-05-2023,9,1422225,192,Adrian Smith,West Melissaville,West,Apple A-Series,32,64,N/A,48,Preimum phone
Mobile Phone,Oppo,B18926DB,190303,06-04-2023,03-05-2023,6,1141818,5877,Diane Nolan,West Teresa,Central,MediaTek Dimensity,32,256,N/A,27,Gaming phone
Mobile Phone,Apple,2E6735C3,83649,07-04-2023,09-05-2023,6,501894,8514,Jared Johnson,Antonioport,South,Snapdragon 7s,16,128,N/A,32,Mid range phone
Mobile Phone,Realme,43F80A64,189998,07-04-2023,16-04-2023,3,569994,17726,Robin Jackson,Brownland,North,MediaTek Helio,32,512,N/A,9,Gaming phone
Mobile Phone,Realme,4D50C296,108858,07-04-2023,24-04-2023,10,1088580,160,Adam Roth,Castroborough,North,Snapdragon 7s,32,64,N/A,17,Gaming phone
Mobile Phone,OnePlus,BD653365,153382,07-04-2023,03-06-2023,9,1380438,5313,David Newton,Cherrystad,West,Apple A-Series,12,256,N/A,57,Preimum phone
Mobile Phone,Sony,65BB089F,143633,07-04-2023,11-04-2023,2,287266,1566,Anthony Kaiser,Davidport,Central,Snapdragon 8 Gen,8,1028,N/A,4,High stroage phone
Mobile Phone,Samsung,2C4F3709,121122,07-04-2023,14-05-2023,5,605610,9170,Jennifer Schultz,East Amanda,North,MediaTek Helio,16,1028,N/A,37,High stroage phone
Mobile Phone,Oppo,F5EA6155,79888,07-04-2023,30-05-2023,4,319552,1682,April Hernandez,East Chadville,South,Apple A-Series,16,64,N/A,53,Mid range phone
Mobile Phone,Vivo,CCB95151,110448,07-04-2023,30-05-2023,1,110448,3605,Charles Munoz,East Christopherfurt,North,Snapdragon 8 Gen,8,128,N/A,53,Mid range phone
Mobile Phone,Google,E8502E67,120145,07-04-2023,17-05-2023,5,600725,17394,Richard Strong,East Matthew,North,Snapdragon 7s,12,128,N/A,40,Mid range phone
Mobile Phone,Google,A54591E3,5427,07-04-2023,19-04-2023,7,37989,15011,Michael Shannon,East Ronaldstad,East,Snapdragon 8 Gen,8,128,N/A,12,Mid range phone
Mobile Phone,Realme,8D985277,136291,07-04-2023,01-05-2023,2,272582,13897,Mark Smith,East Todd,South,MediaTek Dimensity,12,1028,N/A,24,High stroage phone
Mobile Phone,Huawei,8A880395,130407,07-04-2023,02-06-2023,2,260814,14245,Matthew Mcdonald,Ericksonchester,North,Samsung Exynos,12,256,N/A,56,Mid range phone
Mobile Phone,Samsung,34AEEFE5,127118,07-04-2023,09-05-2023,7,889826,21207,Veronica Williams,Fordstad,East,Samsung Exynos,8,256,N/A,32,Preimum phone
Mobile Phone,Nokia,8E864996,198118,07-04-2023,04-05-2023,3,594354,3468,Cathy Gonzalez,Fowlerchester,South,Apple A-Series,4,512,N/A,27,Mid range phone
Mobile Phone,OnePlus,AEAAD836,90773,07-04-2023,27-04-2023,6,544638,10264,Jordan Holder,Greenhaven,East,Snapdragon 8 Gen,32,256,N/A,20,Gaming phone
Mobile Phone,Redmi,5E47FA89,115151,07-04-2023,20-05-2023,4,460604,2999,Bruce Hodge,Holmesland,East,MediaTek Helio,8,256,N/A,43,Mid range phone
Mobile Phone,Samsung,C45B9E9C,181293,07-04-2023,28-05-2023,2,362586,12824,Lee Rosales,Huffhaven,East,Apple A-Series,32,256,N/A,51,Gaming phone
Mobile Phone,OnePlus,C10DA325,125741,07-04-2023,18-04-2023,2,251482,1665,April Bell,Jenniferfort,Central,Samsung Exynos,12,256,N/A,11,Mid range phone
Mobile Phone,Vivo,6F3BC9E5,26100,07-04-2023,26-05-2023,3,78300,17808,Roger Lynch,Jenniferfort,Central,Snapdragon 7s,6,256,N/A,49,Mid range phone
Mobile Phone,Sony,64469259,180649,07-04-2023,24-04-2023,10,1806490,4981,Daniel Tucker,Kimberlyfort,West,Samsung Exynos,16,1028,N/A,17,Preimum phone
Mobile Phone,Redmi,84599131,39047,07-04-2023,05-06-2023,2,78094,15274,Michelle Wright,Lake Heidiborough,Central,Snapdragon 7 Gen,8,512,N/A,59,Mid range phone
Mobile Phone,Huawei,4BD84B3D,172759,07-04-2023,27-05-2023,9,1554831,2838,Brianna Marshall MD,Lake Jamesstad,South,Snapdragon 8 Gen,6,256,N/A,50,Preimum phone
Mobile Phone,Apple,16BE1E85,58588,07-04-2023,27-04-2023,4,234352,2814,Briana Johnson,Lake Jamie,East,MediaTek Helio,16,256,N/A,20,Mid range phone
Mobile Phone,Vivo,9B70B67F,82009,07-04-2023,15-05-2023,9,738081,15395,Molly Turner,Lisaville,Central,Apple A-Series,8,256,N/A,38,Preimum phone
Mobile Phone,Huawei,68F674B6,121052,07-04-2023,08-05-2023,10,1210520,18716,Sean Jones,New Melissaland,North,Snapdragon 8 Gen,32,256,N/A,31,Preimum phone
Mobile Phone,Huawei,C497D0D2,108725,07-04-2023,02-05-2023,9,978525,7321,George Johnson,New Williamville,East,Samsung Exynos,32,128,N/A,25,Gaming phone
Mobile Phone,OnePlus,00732D68,174773,07-04-2023,02-05-2023,3,524319,5910,Dominique Miller,Nobletown,Central,MediaTek Helio,32,128,N/A,25,Gaming phone
Mobile Phone,iQOO,B140FCBB,80646,07-04-2023,12-05-2023,3,241938,8809,Jeffrey Bartlett,North Geraldfurt,East,Snapdragon 8 Gen,12,128,N/A,35,Mid range phone
Mobile Phone,Samsung,F498297E,15015,07-04-2023,18-05-2023,6,90090,6918,Erin Austin,North Susan,South,Snapdragon 8 Gen,32,128,N/A,41,Gaming phone
Mobile Phone,OnePlus,C1187689,63912,07-04-2023,14-04-2023,1,63912,6765,Eric Mcclain,Port Victoria,East,Snapdragon 7s,12,256,N/A,7,Mid range phone
Mobile Phone,Realme,4864EE29,37232,07-04-2023,15-05-2023,7,260624,8072,Jacqueline Wilson,Rachelshire,West,Apple A-Series,8,1028,N/A,38,High stroage phone
Mobile Phone,Samsung,AAD7752D,75326,07-04-2023,23-04-2023,10,753260,18274,Samuel Sweeney,Ritaland,Central,MediaTek Dimensity,6,64,N/A,16,Preimum phone
Mobile Phone,OnePlus,CB8CAADD,171427,07-04-2023,16-05-2023,9,1542843,15250,Michelle Smith,Vasquezstad,East,Apple A-Series,12,1028,N/A,39,Preimum phone
Mobile Phone,Huawei,B07433BB,175818,07-04-2023,10-05-2023,4,703272,12888,Leslie Stone,West Dianeshire,South,Apple A-Series,4,64,N/A,33,Mid range phone
Mobile Phone,iQOO,365C4771,121471,07-04-2023,04-05-2023,3,364413,5839,Diana Mitchell,Youngstad,East,Snapdragon 7 Gen,32,1028,N/A,27,Gaming phone
Mobile Phone,Huawei,B6F35871,142940,08-04-2023,12-05-2023,9,1286460,18352,Sandra Smith,Amandamouth,North,MediaTek Dimensity,16,512,N/A,34,Preimum phone
Mobile Phone,Nokia,6866E6F2,124678,08-04-2023,23-05-2023,4,498712,828,Amber Oneill,Ambershire,North,Apple A-Series,12,1028,N/A,45,High stroage phone
Mobile Phone,Apple,714D25C1,191116,08-04-2023,28-04-2023,4,764464,18818,Shane Watson,Andrewview,South,Snapdragon 7 Gen,4,64,N/A,20,Preimum phone
Mobile Phone,Redmi,D4ECB137,77774,08-04-2023,09-05-2023,8,622192,13880,Mark Rios,Cannonhaven,North,Apple A-Series,4,128,N/A,31,Mid range phone
Mobile Phone,Sony,C8C4269A,185720,08-04-2023,17-05-2023,1,185720,2087,Benjamin Gonzalez,Cindychester,Central,MediaTek Dimensity,32,128,N/A,39,Gaming phone
Mobile Phone,Motorola,E90BB611,117640,08-04-2023,20-05-2023,4,470560,7934,Jaclyn Lin,Danafurt,West,Snapdragon 8 Gen,16,512,N/A,42,Mid range phone
Mobile Phone,Apple,C62AC003,191185,08-04-2023,24-04-2023,8,1529480,1091,Andrew Bowman,Danielberg,Central,MediaTek Dimensity,8,128,N/A,16,Preimum phone
Mobile Phone,Nokia,2929166F,96831,08-04-2023,23-04-2023,3,290493,16615,Paul Williams,Danielleshire,East,MediaTek Dimensity,4,128,N/A,15,Mid range phone
Mobile Phone,Samsung,AD1ADBA3,32209,08-04-2023,07-05-2023,1,32209,16090,Nichole Stewart,East Alexandrastad,West,Samsung Exynos,16,1028,N/A,29,High stroage phone
Mobile Phone,Sony,9E1E7734,185306,08-04-2023,31-05-2023,4,741224,18945,Sharon Nunez,East Brentshire,East,Snapdragon 8 Gen,6,512,N/A,53,Preimum phone
Mobile Phone,Nokia,A4688687,109142,08-04-2023,22-04-2023,7,763994,10651,Joshua Heath,East Nicholas,Central,Samsung Exynos,32,256,N/A,14,Gaming phone
Mobile Phone,Vivo,A3C5FEEB,146409,08-04-2023,06-05-2023,3,439227,3619,Charles Price,East Robin,West,MediaTek Helio,8,1028,N/A,28,High stroage phone
Mobile Phone,Nokia,19DA90E0,151020,08-04-2023,30-05-2023,5,755100,17866,Ronald Phillips,Gatesfort,West,MediaTek Helio,4,64,N/A,52,Preimum phone
Mobile Phone,Realme,A2F808CA,166707,08-04-2023,13-04-2023,9,1500363,1149,Andrew Li,Greggtown,East,Apple A-Series,12,512,N/A,5,Preimum phone
Mobile Phone,Lenovo,9D5DEC65,67174,08-04-2023,19-04-2023,5,335870,12980,Lindsay Thomas,Harrismouth,South,Samsung Exynos,32,64,N/A,11,Gaming phone
Mobile Phone,iQOO,A64A3828,116569,08-04-2023,15-05-2023,7,815983,14884,Michael Johnson,Joebury,South,Snapdragon 7 Gen,4,1028,N/A,37,High stroage phone
Mobile Phone,Samsung,CD60B14E,108869,08-04-2023,14-05-2023,4,435476,1029,Andrea Hester,Johnsonton,West,Apple A-Series,16,64,N/A,36,Mid range phone
Mobile Phone,Motorola,2430352E,176921,08-04-2023,21-04-2023,8,1415368,9538,Jessica Ramirez,Kingview,West,MediaTek Helio,32,128,N/A,13,Preimum phone
Mobile Phone,Apple,5533CF6D,55455,08-04-2023,21-04-2023,10,554550,3735,Cheryl Simmons,Kristinaborough,South,Samsung Exynos,4,1028,N/A,13,High stroage phone
Mobile Phone,Vivo,715458A0,13307,08-04-2023,22-05-2023,7,93149,1592,Anthony Poole,Lake Andrewland,South,Samsung Exynos,4,64,N/A,44,Mid range phone
Mobile Phone,Huawei,FA9881C7,59936,08-04-2023,03-05-2023,1,59936,16158,Nicole Mccormick PhD,Lisatown,West,MediaTek Dimensity,6,128,N/A,25,Mid range phone
Mobile Phone,Motorola,B6F2AA23,142559,08-04-2023,20-04-2023,10,1425590,5074,Danny Aguilar,Morganborough,East,MediaTek Dimensity,6,512,N/A,12,Preimum phone
Mobile Phone,Sony,F4843982,151167,08-04-2023,26-04-2023,7,1058169,6380,Edward Fox,New Anthonyview,West,Samsung Exynos,4,512,N/A,18,Preimum phone
Mobile Phone,Nokia,B0B4A63A,101050,08-04-2023,14-05-2023,2,202100,16531,Paul Brock,New Dianachester,Central,Snapdragon 8 Gen,8,512,N/A,36,Mid range phone
Mobile Phone,Vivo,77C7170A,183181,08-04-2023,06-06-2023,3,549543,13402,Mackenzie Young,North Ellenborough,North,MediaTek Helio,32,128,N/A,59,Gaming phone
Mobile Phone,Nokia,D217E591,11434,08-04-2023,03-06-2023,8,91472,9810,John Abbott,North Kevinshire,North,MediaTek Dimensity,8,64,N/A,56,Mid range phone
Mobile Phone,OnePlus,3E3A7227,26777,08-04-2023,16-05-2023,1,26777,15146,Michelle Byrd,Olsenborough,North,MediaTek Helio,8,64,N/A,38,Mid range phone
Mobile Phone,Redmi,E74708D7,185814,08-04-2023,06-06-2023,10,1858140,6089,Douglas Harris,Parkerview,Central,MediaTek Dimensity,6,512,N/A,59,Preimum phone
Mobile Phone,Huawei,EF953380,34483,08-04-2023,25-05-2023,1,34483,13897,Mark Smith,Port Jasmine,North,Snapdragon 7 Gen,8,512,N/A,47,Mid range phone
Mobile Phone,OnePlus,EB742983,27997,08-04-2023,04-06-2023,3,83991,5492,Deanna Smith,Port Michele,West,Snapdragon 7 Gen,32,256,N/A,57,Gaming phone
Mobile Phone,Nokia,D160B299,37347,08-04-2023,08-05-2023,6,224082,2500,Brenda Blevins,Solisside,East,Snapdragon 7 Gen,4,1028,N/A,30,High stroage phone
Mobile Phone,Vivo,7D81F305,7328,08-04-2023,15-05-2023,1,7328,12641,Laura Sanchez,South Amy,North,Snapdragon 8 Gen,8,512,N/A,37,Mid range phone
Mobile Phone,Redmi,17922FB8,31684,08-04-2023,22-04-2023,4,126736,10020,John Ross,South Nicholas,West,MediaTek Helio,8,128,N/A,14,Mid range phone
Mobile Phone,Redmi,6C741187,144575,08-04-2023,13-04-2023,7,1012025,2898,Brittany Gonzales,Tonyaland,West,Snapdragon 7 Gen,8,128,N/A,5,Preimum phone
Mobile Phone,Huawei,45C94458,76791,08-04-2023,21-05-2023,1,76791,1618,Anthony Stewart,West Calvinport,West,Samsung Exynos,12,1028,N/A,43,High stroage phone
Mobile Phone,OnePlus,CF7DD4B3,32347,08-04-2023,16-04-2023,10,323470,5739,Derek Williams,West Cathy,East,Samsung Exynos,8,512,N/A,8,Mid range phone
Mobile Phone,Nokia,304F573A,27345,08-04-2023,19-04-2023,5,136725,9342,Jerry Smith,West Johnbury,Central,Snapdragon 7 Gen,4,128,N/A,11,Mid range phone
Mobile Phone,Sony,862538BD,126021,08-04-2023,21-05-2023,2,252042,1776,Ashley Campbell,West Matthew,North,Snapdragon 7s,6,1028,N/A,43,High stroage phone
Mobile Phone,Redmi,9.02E+12,131054,08-04-2023,01-06-2023,7,917378,6871,Erica Smith,West Stephenbury,North,Snapdragon 7s,32,1028,N/A,54,Gaming phone
Mobile Phone,Google,909DDF86,43615,09-04-2023,30-04-2023,8,348920,18496,Sarah Keith,Amymouth,Central,Snapdragon 7 Gen,8,512,N/A,21,Mid range phone
Mobile Phone,Vivo,56121BAD,5759,09-04-2023,23-05-2023,7,40313,2867,Brittany Alvarez,Amystad,South,Snapdragon 7 Gen,8,256,N/A,44,Mid range phone
Mobile Phone,Vivo,30C6BD32,15911,09-04-2023,04-06-2023,2,31822,13365,Luke Soto,Andrewchester,West,Snapdragon 7s,4,128,N/A,56,Mid range phone
Mobile Phone,Samsung,AAC470CB,23463,09-04-2023,11-04-2023,6,140778,18264,Samuel Mitchell,Anthonyton,Central,Snapdragon 8 Gen,12,128,N/A,2,Mid range phone
Mobile Phone,Motorola,D2214F85,28113,09-04-2023,22-05-2023,1,28113,11429,Kathy Brown,Beckmouth,Central,MediaTek Helio,8,256,N/A,43,Mid range phone
Mobile Phone,Realme,1623C8EE,147283,09-04-2023,22-04-2023,9,1325547,13341,Luis Reyes,Carterborough,West,Snapdragon 8 Gen,4,64,N/A,13,Preimum phone
Mobile Phone,Realme,D9933BF7,63830,09-04-2023,03-06-2023,5,319150,17326,Richard Hill,Christopherside,South,Snapdragon 7s,6,1028,N/A,55,High stroage phone
Mobile Phone,OnePlus,9E291E33,45749,09-04-2023,10-04-2023,1,45749,1686,April Jones,Craigmouth,North,Snapdragon 7 Gen,6,64,N/A,1,Mid range phone
Mobile Phone,Apple,DC8B3B95,195302,09-04-2023,11-05-2023,8,1562416,5414,Dawn Brock,Floresfurt,East,Snapdragon 7 Gen,8,512,N/A,32,Preimum phone
Mobile Phone,Google,55CCAD99,29718,09-04-2023,20-04-2023,7,208026,16772,Phillip Tran,Garyland,South,Snapdragon 8 Gen,6,1028,N/A,11,High stroage phone
Mobile Phone,Motorola,609BE2B9,133745,09-04-2023,04-05-2023,7,936215,18505,Sarah Marshall,Kingland,Central,MediaTek Dimensity,6,256,N/A,25,Preimum phone
Mobile Phone,Redmi,DBBEA981,70162,09-04-2023,14-05-2023,9,631458,5047,Danielle Miller,Lake Donna,South,Snapdragon 7 Gen,16,256,N/A,35,Mid range phone
Mobile Phone,Google,3CA66715,61989,09-04-2023,01-05-2023,7,433923,10317,Jorge Huang,Lake Michael,West,Snapdragon 7s,32,128,N/A,22,Gaming phone
Mobile Phone,Lenovo,7349A4F4,31006,09-04-2023,18-04-2023,1,31006,10374,Jose Simmons,Lake Philipview,Central,Snapdragon 7 Gen,8,128,N/A,9,Mid range phone
Mobile Phone,Huawei,F646AA88,7506,09-04-2023,14-05-2023,6,45036,7170,Gabriel Little,Leemouth,West,Samsung Exynos,12,1028,N/A,35,High stroage phone
Mobile Phone,Nokia,8CF98CEE,189287,09-04-2023,25-05-2023,4,757148,9447,Jessica Flores,Littleside,South,Snapdragon 8 Gen,12,512,N/A,46,Preimum phone
Mobile Phone,Nokia,72ADAFCC,144988,09-04-2023,26-04-2023,7,1014916,4251,Cindy Lyons,Matthewbury,North,Snapdragon 7s,6,64,N/A,17,Preimum phone
Mobile Phone,Sony,5314191E,31478,09-04-2023,08-06-2023,3,94434,11018,Justin Love,New Troy,West,MediaTek Helio,6,128,N/A,60,Mid range phone
Mobile Phone,Realme,B7AAE1E5,195422,09-04-2023,26-04-2023,1,195422,10834,Julia Davis,Parkertown,South,Apple A-Series,8,512,N/A,17,Mid range phone
Mobile Phone,Oppo,90BDB387,18082,09-04-2023,29-04-2023,8,144656,3359,Cassandra Contreras,Phillipsfort,Central,MediaTek Dimensity,8,64,N/A,20,Mid range phone
Mobile Phone,Motorola,6E986EE3,119499,09-04-2023,13-05-2023,2,238998,9712,Joanna Bailey,Rodgersbury,North,MediaTek Dimensity,8,64,N/A,34,Mid range phone
Mobile Phone,Redmi,9B48BA8B,31649,09-04-2023,20-05-2023,4,126596,9878,John Foley,South Cheryl,Central,Snapdragon 7 Gen,12,128,N/A,41,Mid range phone
Mobile Phone,OnePlus,A540399D,127675,09-04-2023,11-04-2023,4,510700,2238,Blake Burton,South George,East,Snapdragon 7 Gen,12,512,N/A,2,Mid range phone
Mobile Phone,Nokia,D86AD465,172441,09-04-2023,21-05-2023,8,1379528,27,Aaron Hicks,Stanleyland,South,Samsung Exynos,4,128,N/A,42,Preimum phone
Mobile Phone,Apple,50CEA05F,76162,09-04-2023,07-05-2023,2,152324,2564,Brenda Wu,West Beverly,Central,Apple A-Series,12,1028,N/A,28,High stroage phone
Mobile Phone,Samsung,3F57E6AD,165765,09-04-2023,20-05-2023,6,994590,2462,Brandy Gray,Yatesview,North,MediaTek Dimensity,6,128,N/A,41,Preimum phone
Mobile Phone,Apple,159A4ADF,21989,10-04-2023,23-05-2023,10,219890,19839,Suzanne Chambers,Acevedomouth,West,Snapdragon 7 Gen,32,128,N/A,43,Gaming phone
Mobile Phone,Vivo,B2B8B5D4,90751,10-04-2023,23-05-2023,7,635257,4288,Clayton Hickman,Adamsside,West,Snapdragon 8 Gen,16,256,N/A,43,Mid range phone
Mobile Phone,Sony,36BD7DB7,58845,10-04-2023,01-05-2023,3,176535,3460,Cathy Bartlett,Angelachester,South,MediaTek Helio,16,512,N/A,21,Mid range phone
Mobile Phone,OnePlus,9386AB6C,107859,10-04-2023,15-05-2023,1,107859,18367,Sandy Nichols,Carolynview,Central,MediaTek Helio,8,128,N/A,35,Mid range phone
Mobile Phone,Apple,DB00A7AE,103531,10-04-2023,17-04-2023,8,828248,7659,Heather Cross,Castroland,North,MediaTek Helio,32,1028,N/A,7,Gaming phone
Mobile Phone,Redmi,C1A166D0,167946,10-04-2023,08-05-2023,1,167946,59,Aaron Thompson,East Joshua,South,Snapdragon 7 Gen,12,256,N/A,28,Mid range phone
Mobile Phone,Huawei,DEFF53D7,172050,10-04-2023,14-04-2023,10,1720500,11905,Kevin Carter,East Michelle,South,Apple A-Series,16,128,N/A,4,Preimum phone
Mobile Phone,Nokia,3F7F7848,134098,10-04-2023,13-05-2023,4,536392,7461,Gregg Powell,East Stephanieside,West,Snapdragon 7s,32,512,N/A,33,Gaming phone
Mobile Phone,Google,EAF56C26,68551,10-04-2023,13-05-2023,7,479857,5455,Dawn Williams,Gardnerport,East,MediaTek Dimensity,4,64,N/A,33,Mid range phone
Mobile Phone,Motorola,1E5B5F67,54161,10-04-2023,26-04-2023,9,487449,13632,Maria Flores,Hallton,North,Samsung Exynos,16,1028,N/A,16,High stroage phone
Mobile Phone,Sony,DFB9350F,138743,10-04-2023,14-04-2023,7,971201,20917,Tracy Rivas,Helenland,Central,MediaTek Dimensity,4,128,N/A,4,Preimum phone
Mobile Phone,Motorola,2E68BB3F,161581,10-04-2023,25-05-2023,8,1292648,7630,Harry Reed,Henryborough,South,MediaTek Helio,8,512,N/A,45,Preimum phone
Mobile Phone,Redmi,9959484B,159633,10-04-2023,11-04-2023,3,478899,1066,Andrea Tucker,Jonesview,South,MediaTek Helio,12,1028,N/A,1,High stroage phone
Mobile Phone,OnePlus,7CAD4605,176218,10-04-2023,12-05-2023,4,704872,2150,Beth Owens,Kingside,West,MediaTek Helio,12,1028,N/A,32,High stroage phone
Mobile Phone,Motorola,126DBAD8,131531,10-04-2023,17-04-2023,9,1183779,19855,Suzanne Smith,Lake Anna,South,Apple A-Series,32,1028,N/A,7,Gaming phone
Mobile Phone,Samsung,2F1DF750,173581,10-04-2023,10-05-2023,7,1215067,6787,Eric Rangel,Lake Jeffrey,North,Apple A-Series,16,256,N/A,30,Preimum phone
Mobile Phone,OnePlus,51093F7F,169027,10-04-2023,09-05-2023,4,676108,15358,Misty Ochoa,Mckayland,Central,Snapdragon 7 Gen,16,256,N/A,29,Preimum phone
Mobile Phone,Realme,E48F6990,192979,10-04-2023,14-05-2023,7,1350853,12070,Kimberly Chen,Morrismouth,Central,Samsung Exynos,32,64,N/A,34,Preimum phone
Mobile Phone,Nokia,CB6FF568,173635,10-04-2023,07-05-2023,3,520905,17970,Russell White,New Adamfort,East,Apple A-Series,12,256,N/A,27,Mid range phone
Mobile Phone,OnePlus,213E2B6A,167537,10-04-2023,28-05-2023,1,167537,18732,Sean Nelson,New Colleen,South,Snapdragon 7 Gen,4,1028,N/A,48,High stroage phone
Mobile Phone,Google,A15CC34D,104350,10-04-2023,10-05-2023,2,208700,20692,Tina Salas,New Isaacport,South,Snapdragon 7 Gen,32,512,N/A,30,Gaming phone
Mobile Phone,Samsung,C22A8509,117504,10-04-2023,08-06-2023,9,1057536,18647,Scott Miller,New Kristina,East,MediaTek Dimensity,6,64,N/A,59,Preimum phone
Mobile Phone,Motorola,48012048,26487,10-04-2023,29-04-2023,7,185409,15423,Monica Jackson,North Frankport,North,Apple A-Series,6,64,N/A,19,Mid range phone
Mobile Phone,OnePlus,B887822B,102556,10-04-2023,05-05-2023,10,1025560,9355,Jesse Dyer,North Ruthside,East,Snapdragon 7s,6,512,N/A,25,Preimum phone
Mobile Phone,Huawei,4D9E9F70,36803,10-04-2023,15-05-2023,9,331227,9907,John Hicks,Onealtown,West,Samsung Exynos,6,256,N/A,35,Mid range phone
Mobile Phone,Apple,19C0C84C,64149,10-04-2023,05-05-2023,2,128298,6840,Erica Gonzalez,Palmermouth,West,MediaTek Dimensity,4,128,N/A,25,Mid range phone
Mobile Phone,Vivo,6D81898F,127074,10-04-2023,16-04-2023,10,1270740,7915,Jack Rivera,Port Masonshire,North,Snapdragon 7 Gen,4,256,N/A,6,Preimum phone
Mobile Phone,Redmi,6B2D3ED8,24400,10-04-2023,30-04-2023,4,97600,3152,Carl Caldwell,Robertmouth,North,Snapdragon 8 Gen,32,256,N/A,20,Gaming phone
Mobile Phone,Vivo,F840FF31,192519,10-04-2023,26-04-2023,10,1925190,16706,Peter Smith,Rowehaven,South,Snapdragon 7 Gen,6,1028,N/A,16,Preimum phone
Mobile Phone,Oppo,1B8EFA8D,148727,10-04-2023,16-05-2023,10,1487270,18739,Sean Rodriguez,Smithburgh,West,Samsung Exynos,12,256,N/A,36,Preimum phone
Mobile Phone,Vivo,C9D7A2E4,70539,10-04-2023,13-04-2023,5,352695,10449,Joseph Glover,South Caleb,Central,Snapdragon 7s,32,1028,N/A,3,Gaming phone
Mobile Phone,OnePlus,75FFAD31,110923,10-04-2023,26-04-2023,1,110923,8499,Jared Brady,South Jennifer,South,MediaTek Helio,32,1028,N/A,16,Gaming phone
Mobile Phone,OnePlus,5B3314FA,21816,10-04-2023,06-06-2023,9,196344,3582,Charles Huff,Tuckerstad,South,Samsung Exynos,6,64,N/A,57,Mid range phone
Mobile Phone,OnePlus,AE9FDDC4,16501,10-04-2023,06-05-2023,4,66004,93,Adam Baker,West Melissahaven,East,Apple A-Series,4,256,N/A,26,Mid range phone
